006.Export Value per Exporter: Mean,011.Export Value per Entrant: Mean,016.Export Value per Exiter: Mean,021.Export Value per Surviving Entrant: Mean,026.Export Value per Incumbent: Mean,031.Growth of Incumbents: Mean,036.Growth of Surviving Entrants: Mean,045.Number of HS6 Products per Exporter: Mean,048.Number of Destinations per Exporter: Mean,051.Number of Exporters per HS6 Product: Mean,054.Number of Exporters per Destination: Mean,057.Destination Entry Rate of Incumbents: Mean,060.Destination Entry Rate of Surviving Entrants: Mean,063.Share of New Destinations in TEV of Incumbents: Mean,066.Share of New Destinations in TEV of Surviving Entrants: Mean,069.Destination Exit Rate of Incumbents: Mean,072.Destination Survival Rate of 2-year Incumbents: Mean,081.Product Entry Rate of Incumbents: Mean,084.Product Entry Rate of Surviving Entrants: Mean,087.Share of New Products in TEV of Incumbents: Mean,090.Share of New Products in TEV of Surviving Entrants: Mean,093.Product Exit Rate of Incumbents: Mean,096.Product Survival Rate of 2-year Incumbents: Mean,001.Number of Exporters,002.Number of Entrants,003.Number of Exiters,004.Number of Surviving Entrants,005.Number of Incumbents,041.Herfindahl-Hirschman Index,075.Firm Entry Rate,076.Firm Exit Rate,077.Entrant 1st Year Survival Rate,078.Share of Entrants in TEV (Total Export Value),079.Entrant 2nd Year Survival Rate,080.Entrant 3rd Year Survival Rate,Country Name,Industry Name,Year
184443.0156,184517.5469,359644.5,263776.4688,183399.6875,0.149705887,-0.243018791,1.066666722,1.333333373,4,1.818181872,0,..,0,..,0,..,0,..,0,..,0,..,15,14,2,9,1,0.108173542,0.933333337,0.666666687,0.642857134,0.933710515,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2012 [YR2012]
340224.75,300593.625,41851.50391,..,482896.8438,-0.010663986,..,1.173913002,1.543478251,4.5,4.4375,0.100000001,0.111111112,0.10947033,0.121633701,0.075000003,..,0.050000001,0.055555556,0.008752638,0.009725153,0,..,46,36,5,..,10,0.105386779,0.782608688,0.333333343,..,0.691446424,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"171:Spinning, weaving and finishing of textiles",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2010 [YR2010]
3235013.75,..,..,..,..,..,..,7.107142925,3.946428537,25.67741966,8.5,..,..,..,..,..,..,..,..,..,..,..,..,112,..,..,..,..,0.026715787,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2011 [YR2011]
2467171.75,554809.4375,354300.8438,810575.0625,5306142.5,0.364370525,-0.108006701,5.941908836,2.896265507,22.375,11.44262314,0.38671872,..,0.152832001,..,0.329748541,0.320333332,0.571855009,..,0.498732597,..,0.392881244,0.194621339,241,144,15,89,97,0.017786868,0.597510397,0.133928567,0.618055582,0.134366155,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2012 [YR2012]
2801221,1481618.5,1151344.75,..,4043200,-0.127751872,..,5.067339897,2.555555582,11.94444466,12.04761887,0.236538216,0.15313001,0.101192012,0.087465718,0.304311663,..,0.467882067,0.336008549,0.426030308,0.309345871,0.518186986,..,297,144,88,..,153,0.018450955,0.484848499,0.365145236,..,0.256445467,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"181:Manufacture of wearing apparel, except fur apparel",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2010 [YR2010]
161291.1094,..,..,..,..,..,..,1.017241359,1.525862098,29.5,5.709677219,..,..,..,..,..,..,..,..,..,..,..,..,116,..,..,..,..,0.20588924,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2011 [YR2011]
114381.8906,20208.0918,11981.69824,29918.07617,362024.0938,-0.008007349,-0.140728295,1.03061223,1.714285731,12.625,4.307692528,0.412892878,..,0.271945864,..,0.414506167,0.178431377,0.111111112,..,0.111111112,..,0.148148149,1,98,71,89,16,27,0.172488868,0.724489808,0.767241359,0.225352108,0.12799716,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2012 [YR2012]
107963.9609,24511.92773,22137.93164,..,223512.9375,-0.115687408,..,1.032258034,1.90322578,16,4.538461685,0.454855829,0.3125,0.381562114,0.312197775,0.429642141,..,0.051282052,0.0625,0.04017495,0.0625,0.03846154,..,93,54,59,..,39,0.1349058,0.580645144,0.602040827,..,0.131828547,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,"202:Manufacture of products of wood, cork, straw and plaiting materials",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2010 [YR2010]
36806.125,..,..,..,..,..,..,1,1.125,2,1.5,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,0.311807483,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2011 [YR2011]
40430,49217.14063,24272,89136.5,31642.85742,-0.591895759,-1.018202782,1,1,1.5,1.5,0,..,0,..,0.166666672,..,0,..,0,..,0,..,6,3,5,1,3,0.249122694,0.5,0.625,0.333333343,0.608671069,..,..,Myanmar,241:Manufacture of basic chemicals,2012 [YR2012]
62172.76172,70650.90625,25174.97266,..,31086.22656,-0.446768135,..,1,1.142857194,1.555555582,1.600000024,0.333333343,0.5,0.333333343,0.5,0,..,0,0,0,0,0,..,14,11,3,..,3,0.30108431,0.785714269,0.5,..,0.892857671,..,..,Myanmar,241:Manufacture of basic chemicals,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,241:Manufacture of basic chemicals,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2010 [YR2010]
170344.9219,..,..,..,..,..,..,1.142857194,1.285714269,2.666666746,1.285714269,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,0.436709285,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2011 [YR2011]
139023.75,28424.66602,19310.69922,36880.32813,277272.5938,-0.145337105,1.550573349,1.666666627,1.333333373,3,1.5,0.25,..,0.149030536,..,0.125,0.5,0.625,..,0.679824591,..,0.5,0.833333313,9,5,3,1,4,0.497469485,0.555555582,0.428571433,0.200000003,0.11358837,..,..,Myanmar,252:Manufacture of plastics products,2012 [YR2012]
72573.14063,12827.06934,61014.07813,..,207001.8125,-0.170779586,..,1.384615421,1.076923132,3.599999905,2,0.25,1,0.25,1,0.5,..,0.083333336,0.333333343,0.119695663,0.478782654,0.25,..,13,9,5,..,4,0.506994784,0.692307711,0.555555582,..,0.122363158,..,..,Myanmar,252:Manufacture of plastics products,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,252:Manufacture of plastics products,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,..,0,..,1,..,..,1,..,..,Myanmar,271:Manufacture of basic iron and steel,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,271:Manufacture of basic iron and steel,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2008 [YR2008]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2009 [YR2009]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2010 [YR2010]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,Myanmar,291:Manufacture of general purpose machinery,2011 [YR2011]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,0,0,..,1,1,0,1,..,..,Myanmar,291:Manufacture of general purpose machinery,2012 [YR2012]
